0,3.38,-0.043
1.8815E-5,3.38,0
3.763E-5,3.38,-0.043
5.6445E-5,3.32,-0.043
7.526E-5,3.38,-0.043
9.4075E-5,3.32,0
0.00011289,3.32,0
0.00013171,3.32,0
0.00015052,3.38,0
0.00016933,3.38,0
0.00018815,3.32,-0.043
0.00020696,3.32,0
0.00022578,3.38,-0.043
0.00024459,3.32,0
0.00026341,3.32,-0.043
0.00028222,3.26,0
0.00030104,3.32,-0.043
0.00031985,3.26,0
0.00033867,3.26,-0.043
0.00035748,3.26,0
0.0003763,3.26,-0.043
0.00039511,3.32,-0.043
0.00041393,3.26,0
0.00043274,3.32,-0.043
0.00045156,3.26,0
0.00047037,3.26,0
0.00048919,3.26,0
0.000508,3.32,-0.043
0.00052682,3.26,-0.043
0.00054563,3.26,0
0.00056445,3.32,-0.043
0.00058326,3.21,0
0.00060208,3.26,-0.043
0.00062089,3.21,0
0.00063971,3.26,-0.043
0.00065852,3.21,0
0.00067734,3.26,-0.043
0.00069615,3.26,0
0.00071497,3.26,-0.043
0.00073378,3.21,-0.043
0.0007526,3.21,-0.043
0.00077141,3.26,0
0.00079023,3.26,-0.043
0.00080904,3.21,0
0.00082786,3.26,-0.043
0.00084667,3.15,0
0.00086549,3.21,-0.043
0.0008843,3.15,0
0.00090312,3.26,-0.043
0.00092193,3.21,0
0.00094075,3.26,-0.043
0.00095956,3.26,-0.043
0.00097838,3.26,0
0.00099719,3.32,0
0.001016,3.26,0
0.0010348,3.21,0
0.0010536,3.21,-0.043
0.0010725,3.26,0
0.0010913,3.26,0
0.0011101,3.21,0
0.0011289,3.21,-0.043
0.0011477,3.21,-0.043
0.0011665,3.26,-0.043
0.0011853,3.21,0
0.0012042,3.26,-0.043
0.001223,3.32,0
0.0012418,3.26,-0.043
0.0012606,3.21,0
0.0012794,3.26,0
0.0012982,3.26,0
0.001317,3.26,-0.043
0.0013359,3.26,0
0.0013547,3.26,-0.043
0.0013735,3.26,0
0.0013923,3.21,-0.043
0.0014111,3.26,0
0.0014299,3.26,-0.043
0.0014488,3.26,0
0.0014676,3.26,-0.043
0.0014864,3.38,-0.043
0.0015052,3.32,-0.043
0.001524,3.32,0
0.0015428,3.44,-0.043
0.0015616,3.49,0
0.0015805,3.61,-0.043
0.0015993,3.89,0
0.0016181,5.54,0
0.0016369,6.11,0
0.0016557,6.28,-0.043
0.0016745,6.39,0
0.0016933,6.45,-0.043
0.0017122,6.51,0
0.001731,6.51,-0.043
0.0017498,6.51,0
0.0017686,6.57,-0.043
0.0017874,6.57,-0.043
0.0018062,6.57,-0.043
0.0018251,6.28,0
0.0018439,6.05,-0.043
0.0018627,5.88,0
0.0018815,5.83,0
0.0019003,5.77,-0.043
0.0019191,5.71,-0.043
0.0019379,5.71,0
0.0019568,5.65,-0.043
0.0019756,5.71,0
0.0019944,5.71,-0.043
0.0020132,5.65,0
0.002032,5.65,-0.043
0.0020508,5.65,0
0.0020696,5.65,-0.043
0.0020885,5.65,0
0.0021073,5.65,-0.043
0.0021261,5.65,0
0.0021449,5.65,0
0.0021637,5.71,-0.043
0.0021825,5.65,-0.043
0.0022014,5.65,0
0.0022202,5.65,-0.043
0.002239,5.65,-0.043
0.0022578,5.65,0
0.0022766,5.65,-0.043
0.0022954,5.65,-0.043
0.0023142,5.65,0
0.0023331,5.65,-0.043
0.0023519,5.65,0
0.0023707,5.6,-0.043
0.0023895,5.65,0
0.0024083,5.65,-0.043
0.0024271,5.65,0
0.0024459,5.6,0
0.0024648,5.65,0
0.0024836,5.6,-0.043
0.0025024,5.6,0
0.0025212,5.6,-0.043
0.00254,5.6,0
0.0025588,5.65,-0.043
0.0025777,5.65,0
0.0025965,5.65,-0.043
0.0026153,5.65,-0.043
0.0026341,5.65,-0.043
0.0026529,5.65,0
0.0026717,5.65,0
0.0026905,5.65,-0.043
0.0027094,5.65,0
0.0027282,5.6,0
0.002747,5.65,-0.043
0.0027658,5.65,-0.043
0.0027846,5.65,-0.043
0.0028034,5.65,0
0.0028222,5.71,-0.043
0.0028411,5.71,-0.043
0.0028599,5.65,0
0.0028787,5.65,0
0.0028975,5.71,-0.043
0.0029163,5.65,0
0.0029351,5.71,-0.043
0.002954,5.71,0
0.0029728,5.71,-0.043
0.0029916,5.65,-0.043
0.0030104,5.71,-0.043
0.0030292,5.71,-0.043
0.003048,5.65,-0.043
0.0030668,5.65,-0.043
0.0030857,5.71,0
0.0031045,5.71,0
0.0031233,5.71,-0.043
0.0031421,5.71,0
0.0031609,5.77,-0.043
0.0031797,5.71,0
0.0031985,5.71,-0.043
0.0032174,5.71,0
0.0032362,5.77,-0.043
0.003255,5.71,0
0.0032738,5.71,-0.043
0.0032926,5.71,0
0.0033114,5.71,0
0.0033303,5.77,0
0.0033491,5.77,-0.043
0.0033679,5.77,-0.043
0.0033867,5.77,-0.043
0.0034055,5.77,0
0.0034243,5.77,-0.043
0.0034431,5.71,0
0.003462,5.77,-0.043
0.0034808,5.77,0
0.0034996,5.77,-0.043
0.0035184,5.77,0
0.0035372,5.71,-0.043
0.003556,5.71,-0.043
